_id,Year,Ontario GHG ID,Facility Owner,Facility Name,Facility City,Facility Primary NAICS Code,Carbon dioxide (CO2) from non-biomass in CO2e (t),Carbon dioxide (CO2) from biomass in CO2e (t),Methane (CH4) in CO2e (t),Nitrous oxide (N2O) in CO2e (t),Sulphur hexafluoride (SF6) in CO2e (t),Hydrofluorocarbons (HFCs) in CO2e (t),Perfluorocarbons (PFCs) in CO2e (t),Nitrogen Trifluoride (NF3) in CO2e (t),Total CO2e from all sources in CO2e (t),Reporting Amount in CO2e (t),Verification Amount in CO2e (t),Accredited Verification Body,EPS Facility
870,2021,1059,"Greenfield Energy Centre, LP",Greenfield Energy Centre LP,Courtright,221112,929878.456,,6014.7025,7170.6548,,,,,943064,"943,064","943,064",GHD,
871,2021,1060,Greenfield Global Inc.,Chatham,Chatham,325190,142515.5387,438.1747,68.42265,713.800592,,,,,143736,"143,298","143,298",GHD,
872,2021,1061,Greenfield Global Inc.,Johnstown,Johnstown,325190,84985.22,,41.5155,438.19112,,,,,85465,"85,465","85,465",GHD,
873,2021,1062,Highbury Canco Corporation,Highbury Canco Corporation,Leamington,311420,50090,,24.5,259.26,,,,,50374,"50,374","50,374",,
874,2021,1063,Hamilton Health Sciences Corporation,McMaster University Medical Centre Co-generation Plant,HAMITON,622112,9688.2487,,4.7425,52.8354,,,,,9746,"9,746","9,746",Dillon Consulting Limited,
875,2021,1065,Meridian Brick,Meridian Brick - Aldershot,ALDERSHOT,327120,36626.16768,,12.22475,135.39034,,,,,36774,"36,774","36,774",Stantec Consulting Ltd.,
876,2021,1066,Meridian Brick,Meridian Brick - Burlington,BURLINGTON,327120,21643.062,,6.954,81.585546,,,,,21732,"21,732","21,732",Stantec Consulting Ltd.,
877,2021,1068,Hiram Walker & Sons Ltd.,Walkerville,Windsor,312140,62769.86688,1833.46,31.08965,312.92384,,,,,64948,"63,114","63,114",Dillon Consultant Ltd.,
878,2021,1069,CRH Canada Group Inc.,Mississauga Cement Plant,Mississauga,327310,1093446.199,,5421.115,2385.4006,,,,,1101253,"1,101,253","1,096,927",GHD,
879,2021,1070,Honda Canada Inc.,Honda of Canada Mfg.,Alliston,336110,56550.209,,26.825,283.1,,,,,56861,"56,861","56,861",RWDI,
880,2021,1072,Imperial Oil,Imperial Oil Nanticoke Refinery,Nanticoke,324110,1117279.104,,8176.87,4377.0538,,,,,1129834,"1,129,834","1,129,834",,
881,2021,1073,Imperial Oil,Sarnia Chemical Plant,Sarnia,325110,275484.6344,,2222.72845,1514.154986,,,,,279222,"279,222","279,222",,
882,2021,1074,Imperial Oil,Sarnia Refinery Plant,Sarnia,324110,1421526.316,,13786.71183,5107.980452,,,,,1286107,"1,286,107","1,286,107",,
883,2021,1075,Ingredion Canada Corporation,Ingredion Canada Corporation,Cardinal,311221,87011.3961,,42.688275,451.706612,,,,,87506,"87,506","87,506",GHD Limited,
884,2021,1076,Ingredion Canada Corporation,Ingredion Canada Incorporated - London Plant,London,311221,127256.77,,63,667.52,,,,,127988,"127,988","127,988",GHD Limited,
885,2021,1078,"Innophos Canada, Inc.","Innophos Canada, Inc.",Lowbanks,325189,33310.031,,11.16,117.80834,,,,,33439,"33,439","33,439",Internat Energy Solutions Canada,
886,2021,1079,IGPC Ethanol Inc.,IGPC Ethanol Inc.,Aylmer,325190,120788.31,,225.1671,612.653432,,,,,121627,"121,627","121,627",Stantec Consulting Ltd,
887,2021,1080,Interlake Acquisition Corporation Limited,Dunn Paper,St. Catharines,322121,21791.4,,10.602525,112.198788,,,,,21915,"21,915","21,915",GHD Limited,
888,2021,1081,INVISTA (Canada) Company,Kingston Site,Kingston,325220,92217.856,,45.025275,476.519284,,,,,92740,"92,740","92,740",RWDI Air Inc.,
889,2021,1082,INVISTA (Canada) Company,INVISTA (Canada) Company-Maitland Site,Maitland,325190,90805.364,,130.725,245.85,61.56,,,,91244,"91,244","91,182",RWDI Air Inc.,
890,2021,1083,Irving Consumer Products Limited,Irving Consumer Products Limited,TORONTO,322121,112893.3111,,510.24725,780.213468,,,,,114184,"114,184","114,184",GHD Limited,
891,2021,1084,Ivaco Rolling Mills 2004 L. P.,Ivaco Rolling Mills,L'Orignal,331110,107672.985,,49.4695,336.134464,,,,,108059,"108,059","108,059",ENVIRO-ACCÈS INC.,
892,2021,1085,Jungbunzlauer Canada Inc.,Jungbunzlauer Canada Inc.,Port Colborne,325190,166968.01,,81.75,861.22,,,,,167911,"167,911","167,911",Internat Energy Solutions Canada,
893,2021,1086,Labatt Brewing Company Ltd,Labatt Brewing Company Ltd,London,312120,24011.964,,11.8,123.7892,,,,,24148,"24,148","24,148",,
894,2021,1087,Lafarge Canada Inc.,Bath Cement Plant,Bath,327310,709800.09,7405.74,191.01,590.7254,,,,,717988,"710,582","710,713",,
895,2021,1090,London Health Sciences Centre,Victoria Hospital,London,622111,54231,,26.625,281.014,,,,,54539,"54,539","54,539",Dillon Consulting Limited,
896,2021,1091,Darling International Canada Inc.,Moorefield,Moorefield,311614,27095,,13.3125,144.083,,,,,27253,"27,253","27,253",,
897,2021,1092,Maple Lodge Farms Ltd.,Maple Lodge Farms,Brampton,311615,31202.65,,15.257825,161.21502,,,,,31380,"31,380","31,380",,
898,2021,1093,Nemak of Canada Corp.,WINDSOR ALUMINUM PLANT,Windsor,331529,702.8947,,0.33,3.5164,,,,,707,707,707,,
899,2021,1094,New Forest Paper Mills LP,New Forest Paper Mills LP,Scarborough,322130,58145,4276,13225.66,352.3254,,,,,75999,"71,723","71,723",Dillon Consulting,
900,2021,1096,Northland Power Inc.,Iroquois Falls Generating Station,Iroquois Falls,221112,4315.735,,26.537925,33.003202,,,,,4376,"4,376","4,376",GHD Limited,
901,2021,1097,Northland Power Inc.,Kingston CoGen,Bath,221112,803.874,,4.03325,5.727858,,,,,814,814,814,GHD Limited,
902,2021,1098,Northland Power Inc.,Kirkland Lake Generating Station,Kirkland Lake,221112,136395.204,73162.397,1004.57025,1961.51646,,,,,212524,"139,362","139,362",GHD Limited,
903,2021,1099,Northland Power Inc.,Thorold Cogen Generating Station,Thorold,221112,201982.481,,1340.13825,1599.80108,35.568,,,,204958,"204,958","204,958",GHD Limited,
904,2021,1100,NOVA Chemicals Corporation (OBPS),Corunna Site,Corunna,325110,915064.29,,3808.3625,7823.0364,,,,,926696,"926,696","926,696",Dillon Consulting Limites,
905,2021,1101,NOVA Chemicals Corporation (OBPS),Moore Site,Mooretown,325210,60790.26,,79.74,300.0264,,,,,61171,"61,171","61,171",Dillon Consulting Limited,
906,2021,1102,NOVA Chemicals Corporation,St. Clair River Site,Corunna,325210,66164.76,,87.146375,364.996062,,,,,66617,"66,617","66,617",Dillon Consulting Limited,
907,2021,1103,O-I Canada Corp.,Plant #31 Brampton,Brampton,327214,74906.14,,30.45,302.172,,,,,75239,"75,239","75,239",Enviro-Access Inc.,
908,2021,1104,Ontario Power Generation Inc.,Atikokan Generating Station,Atikokan,221119,26672.86,157000.72,368.25,1883.36,,,,,185926,"28,925","28,925",,
909,2021,1106,Ontario Power Generation Inc.,Lennox Generating Station,GREATER NAPANEE,221112,80336.85,,247.5,488.72,,,,,81074,"81,074","81,074",GHD Limited,
910,2021,1109,Oxy Vinyls Canada Co.,Niagara PVC Plant,Thorold,325210,43302.9,,22.3025,215.454,,,,,43541,"43,541","42,666",Stantec Consulting Ltd.,
911,2021,1111,Petro-Canada Lubricants Inc.,Mississauga Lubricants Centre,Mississauga,324190,399838.3935,,1842.615975,2104.491496,,,,,403786,"403,786","423,915","Ruby Canyon Environmental, Inc.",
912,2021,1113,Plains Midstream Canada ULC,Sarnia Fractionation Plant,Sarnia,211113,164424,,413.4,772.9226,,,,,165611,"165,611","165,611",GHD,
913,2021,1116,Portlands Energy Centre LP,Portlands Energy Centre,Toronto,221112,609536.89,,3956.33325,4718.098708,,,,,618212,"618,212","618,212",Intranet Energy Solutions Canada Inc,
914,2021,1117,Queen's University,Queen's University - Kingston Main Campus,Kingston,611310,41623,,260.725,311.41,,,,,42196,"42,196","42,196",Internat Energy Solutions Canada,
915,2021,1118,Redpath Sugar Ltd,Toronto Refinery,Toronto,311310,75093.989,,36.92775,391.770468,,,,,75523,"75,523","75,523",GHD Limited,
916,2021,1120,Produits forestiers Résolu,Resolute Forest Products - Thunder Bay Operations,Thunder Bay,322112,188218.292,1115948.71,12285.2025,16407.8353,,,,,1332861,"216,912","210,010",GHD,
917,2021,1121,ROXUL Inc.,ROXUL Inc.,Milton,327990,86948.6,,23.25,202.64,,,,,87175,"87,175","87,175",RWDI,
918,2021,1122,Safety-Kleen Canada Inc. [principal],Oil Recovery Division,Breslau,324190,40839.64,,7.30125,158.91744,,,,,41006,"41,006","41,006",,
919,2021,1123,Sanofi Pasteur Limited,Sanofi Pasteur Limited,Toronto,325410,51665.661,,258.625,366.838,,,,,52292,"52,292","52,292",Internat Energy,
920,2021,1125,Shell Canada Products,Sarnia Manufacturing Centre,Corunna,324110,675006.8818,,1251.095,1836.934282,,4.02775,,,678099,"678,099","678,095",Tetra Tech,
921,2021,1126,Sonoco Canada Corporation,Sonoco Brantford,Brantford,322130,25677.401,,12.555,135.888,,,,,25826,"25,826","25,826",Dillon Consulting Limited,
922,2021,1128,"St. Clair Power, LP",St. Clair Energy Center,Corunna,221112,525850.482,,3275.15,3904.098,,140.14,,,533170,"533,170","533,170",RWDI Air Inc.,
923,2021,1129,St. Marys Cement Inc. (Canada),Bowmanville Cement Plant,Bowmanville,327310,1379153.216,58355.0433,336.66,1782.3976,,,,,1439628,"1,381,273","1,381,190",,
924,2021,1130,St. Marys Cement Inc. (Canada),St. Marys Cement Plant,St. Marys,327310,551400.024,,128.2025,402.0914,,,,,551931,"551,931","551,956",,
925,2021,1131,Strathcona Paper GP Inc.,Strathcona Paper LP,Napanee,322130,35401.761,,19.4625,185.803,,,,,35608,"35,608","35,608",GHD Limited,
926,2021,1132,INEOS Styrolution Canada Ltd.,INEOS Styrolution,Sarnia,325110,141917.4579,,621.88,577.6134,,1772.199,,,144890,"144,890","143,117",GHD,
927,2021,1133,Suncor Energy Products Partnership,Sarnia Refinery,Sarnia,324110,765845.621,,2783.2727,3593.318866,,,,,772223,"772,223","772,223",Ernst & Young LLP,
928,2021,1134,Suncor Energy Inc.,St. Clair Ethanol Plant,Mooretown,325190,136702.6765,567.9586,69.2775,706.98116,,,,,138047,"137,479","137,419",Ernst & Young LLP,
929,2021,1135,Produits Forestiers GreenFirst (QC) Inc. / GreenFirst Forest Products (QC) Inc.,Kapuskasing Operations,Kapuskasing,322122,19511.213,196109.346,299.475,2485.32,,,,,218406,"22,297","22,297",Enviro-Access Inc.,
930,2021,1136,Algoma Tubes Inc.,Tenaris Algoma Tubes,Sault Ste. Marie,331210,65255.47,,35.4,346.276,,,,,65638,"65,638","65,638",Internat Energy Solutions Canada,
931,2021,1137,Terra International (Canada) Inc.,CF Industries Courtright Nitrogen Complex,Courtright,325313,780926.3575,,1436.1,9207.455,,,,,791570,"611,490","791,570",GHD,
932,2021,1138,AV Terrace Bay Inc.,AV Terrace Bay,Terrace Bay,322112,154828.8,614450,5572.775,7587.5568,,,,,782440,"167,990","163,302",Enviro-access,
933,2021,1139,The International Group Inc.,Agincourt Plant,Toronto,324190,45180.5243,,22.425875,235.24865,,,,,45439,"45,439","45,439",,
934,2021,1140,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada Inc. (Cambridge),Cambridge,336110,87721.895,,43.225,477.992,,,,,88244,"88,244","87,356",Stantec,
935,2021,1141,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada Inc. (Woodstock),Woodstock,336110,33618.299,,17,205.62,,263.12,,,34105,"34,105","32,954",Stantec,
936,2021,1143,TransAlta Cogeneration L.P.,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,Ottawa,221112,29477.31119,,191.661875,228.481368,,,,,29898,"29,898","29,913",,
937,2021,1144,TransAlta Sarnia Cogeneration L.P.,Sarnia Regional Cogeneration Facility,Sarnia,221112,1085565.859,,7033.024875,8383.3658,0,,,,1100983,"1,100,983","1,101,120",GHD Limited,
938,2021,1145,TransAlta Cogeneration L.P.,Windsor Essex Cogeneration Plant,Windsor,221112,10795.24804,,69.817275,83.222162,0,,,,10949,"10,949","10,963",,
939,2021,1146,Portlands Energy Centre LP,Halton Hills Generating Station,Halton Hills,221112,730469.11,,4714.777475,5633.379782,10.3512,,,,740828,"740,828","740,828",Intranet Energy Solutions Canada Inc,
940,2021,1147,TransCanada PipeLines Limited,"TransCanada Pipeline, Ontario",Kenora,486210,587020.656,,159075.275,4500.992,,,,,750597,"750,597","609,697",Stantec Consulting Ltd.,
941,2021,1148,Stelco Inc.,Hamilton,Hamilton,331110,303920.86,5415,21424.3265,4438.9186,,,,,335200,"329,785","304,515",PriceWaterhouseCoopers LLP,
942,2021,1149,Stelco Inc.,Lake Erie,Haldimand County,331110,3872729.693,,4700.02575,2877.9499,,,,,3880308,"3,880,308","3,875,888",,
943,2021,1151,University of Guelph,Guelph Campus,Guelph,611310,41171.92235,,19.475825,219.127744,,,,,41411,"41,411","41,411",,
944,2021,1152,The Governing Council of the University of Toronto,St George Campus,Toronto,611310,73775.79,,36,381.44,,,,,74194,"74,194","74,194",Dillon Consulting Limited,
945,2021,1153,The University of Western Ontario,Main Campus,London,611310,47418.69,,38.5475,250.9458,,,,,47709,"47,709","47,709",GHD Limited,
946,2021,1157,Glencore,Kidd Metallurgical Site,TIMMINS/DISTRICT OF COCHRANE,212233,30917.12,,31.02855,135.41418,,,,,31084,"31,084","31,078",RWDI Air Inc.,
947,2021,1158,Glencore Canada Corporation,Sudbury Integrated Nickel Operations Smelter,Falconbridge,331410,119776.2876,,22.56,122.329,,,,,119922,"119,922","119,922",GHD Limited,
948,2021,1159,York University,Keele Campus,Toronto,611310,49730.57,,224.855,343.8622,,,,,50300,"50,300","50,300",Internat Energy Solutions Canada,
949,2021,1160,York Energy Centre LP,York Energy Centre,Newmarket,221112,22258.218,,144.725,172.542,36.48,,,,22612,"22,612","22,576",KPMG Performance Registrar Inc.,
950,2021,1161,Imperial Oil,Sarnia Cogen Plant,Sarnia,221112,413905.4916,,2635.695,3144.0192,,,,,419686,"419,686","419,686",,
951,2021,1162,City of Hamilton,Glanbrook Landfill Site,Hamilton,562210,,14064,19616.44,7.67648,,,,,33689,"19,625",15,,
952,2021,1163,Greenfield Global Inc.,Tiverton,Tiverton,325190,30744.676,,14.982475,158.560436,,,,,30919,"30,919","30,919",GHD,
953,2021,1164,Magna Exteriors Inc.,POLYCON INDUSTRIES,Guelph,336390,34818,,28.25,190.72,,,,,35037,"35,037","35,916",,
954,2021,1165,University of Windsor,University of Windsor,Windsor,611310,19441.279,,89.925,137.08,,,,,19669,"19,669","19,669",Internat Energy Solutions Canada,
955,2021,1166,Rain Carbon Canada Inc.,Rain Carbon Canada Inc.,Hamilton,325190,29799.2,,25.95,152.576,,,,,29978,"29,978","29,978",,
956,2021,1167,Kawartha Ethanol Inc.,Kawartha Ethanol Inc.,Havelock,325190,25178.05,,12.44375,133.87948,,,,,25325,"25,325","25,325",,
957,2021,1168,Vale Canada Limited,"Copper Cliff Mining, Smelting and Refining Complex",Copper Cliff,331410,276262.15,,179.728525,1068.540686,3098.748,,,,280610,"280,610","277,511",RWDI,
958,2021,1169,"Magellan Aerospace Limited, Haley","Magellan Aerospace, Haley",HALEY,331529,5.56,,0.00305,0.029502,28272,,,,28278,"28,278","5,593",,
959,2021,1170,McMaster University,MCMASTER UNIVERSITY,Hamilton,611310,46636.24,,199.2825,320.5884,,,,,47157,"47,157","47,157",,
960,2021,1171,Real Alloy Canada Ltd.,Real Alloy Mississauga,Mississauga,331317,14907.7,,7.9175,79.42892,,,,,14996,"14,996","14,996",,
961,2021,1172,FCA Canada Inc.,Etobicoke Casting Plant,Toronto,331523,9122,,4.5,47.68,,,,,9175,"9,175","9,186",GHD Inc.,
962,2021,1175,Bartek Ingredients Inc.,Plant #1,Stoney Creek,325999,8932.519594,,4.7055,46.556242,,,,,8984,"8,984","8,984",GHD,
963,2021,1176,University of Waterloo,University of Waterloo-GHG,WATERLOO,611310,32661.45,,15.925,178.204,,,,,32856,"32,856","32,856",,
964,2021,1177,Darling International Canada Inc.,Dundas,Dundas,311614,21468,,10.665,115.9518,,,,,21595,"21,595","21,595",,
965,2021,1178,Covanta Durham York Renewable Energy Limited Partnership,Durham York Energy Centre,Courtice,562210,79274.79,91675.51,1384.70225,2208.5674,,,,,174544,"82,869","82,869",,
966,2021,1179,Carleton University,Carleton university,Ottawa,611310,18973.9,,9.28075,103.749892,,,,,19087,"19,087","19,087",,
967,2021,1180,"Hydro Extrusion Canada, Inc.",North York Division,Toronto,331317,19792,,9.7,105.79,,,,,19908,"19,908","19,908",,
968,2021,1181,University of Ottawa,Physical Resources Service,Ottawa,611310,16429.12323,,8.339275,93.318104,,,,,16531,"16,531","16,531",,
969,2021,1183,Terrapure BR Ltd.,Tonolli Canada,Mississauga,331490,22009.88,,5.3,45.147,,,,,22061,"22,061","22,061",,
970,2021,1184,Roseburg Forest Products Canada Ltd.,Roseburg Forest Products Canada Ltd. (Pembroke MDF),Pembroke,321216,40851.05,18100.397,45.7675,430.908,,,,,59429,"41,328","41,328",Internat Energy Solutions Canada,
971,2021,1185,Great Lakes Copper Ltd.,Great Lakes Copper Ltd.,London,331420,12865.901,,7.31275,66.3646,,,,,12940,"12,940","12,940",,
972,2021,1186,ArcelorMittal long Products Canada G.P.,ArcelorMittal long Products Canada - Hamilton East,Hamilton,331222,16074.512,,10.2975,86.0028,,,,,16171,"16,171","16,171",,
973,2021,1187,Hamilton Health Sciences Corporation,Juravinski Hospital and Cancer Center Cogeneration Plant,Hamilton,622111,16453.7941,,8.0525,89.9066,,,,,16552,"16,552","16,552",Dillon Consulting Limited,
974,2021,1188,Hamilton Health Sciences Corporation,Hamilton General Hospital Cogeneration Plant,Hamilton,622111,11713.8987,,5.745,63.8614,,,,,11784,"11,784","11,784",Dillon Consulting Limited,
975,2021,1189,Vale Canada Limited,Port Colborne Refinery,Port Colborne,331410,11920.724,,6.5365,76.87208,,,,,12005,"12,005","12,005",,
976,2021,1191,ARLANXEO Canada Inc.,ARLANXEO WEST,Sarnia,325210,10164.05114,,530.905125,163.048316,,,,,10859,"10,859","10,859",GHG Limited,
977,2021,1192,Glencore Canada Corporation,Sudbury Operations Mines Mill - Onaping Area,Onaping,212232,24550.667,,919.55,98.936,,,,,25570,"25,570","24,670",,
978,2021,1193,Evolution Mining Gold Operations Ltd.,Red Lake Operation,Balmertown,212220,22744.463,8661.767,41.62525,210.211882,,,,,31659,"22,997","22,997",Internat Energy Solutions Canada,
979,2021,1194,Apotex Inc.,Apotex Inc. Etobicoke site,Toronto,325410,11152.8,,5.4925,58.3782,,,,,11217,"11,217","11,217",,
980,2021,1195,Agriville Farms Ltd,Agriville Farms Ltd,Kingsville,111419,23030.66654,,19.9095,129.02506,,,,,23180,"23,180","23,180",,
981,2021,1196,Mucci Farms Ltd,Mucci Farms Ltd.,Kingsville,111419,26045.75509,,23.91625,146.77096,,,,,26217,"26,217","26,217",,
982,2021,1197,Southshore Greenhouses Inc.,Southshore Greenhouses Inc.,Kingsville,111419,15743.80423,,8.72675,86.84316,,,,,15840,"15,840","15,840",,
983,2021,1198,GOLDCORP CANADA LTD,Porcupine Gold Mines,South Porcupine,212220,55591.159,,95.1,162.7378,,,,,55849,"55,849","55,849",GHD,
984,2021,1199,Greenhill Produce (Thamesville) Ltd.,Greenhill Produce (2),Kent Bridge,111419,32755.88,,16,176.735158,,,,,32949,"32,949","32,949",,
985,2021,1200,Lanxess Canada Co./Cie,Elmira Facility,Elmira,325999,11850.09,,9.50975,253.938614,,,,,12114,"12,114","12,114",,
986,2021,1201,Soave Hydroponics Company,Great Northern Hydroponics,Kingsville,111419,28685.79,,76.75,178.8,,,,,28942,"28,942","28,942",,
987,2021,1203,Twin Peaks Hydroponics Inc.,Twin Peaks Hydroponics Inc.,Kingsville,111419,18679.71,,9,101.469,,,,,18791,"18,791","18,791",,
988,2021,1204,1808278 Ontario Inc.,1808278 Ontario Inc.,Kingsville,111419,16245.84,,8,89.497148,,,,,16344,"16,344","16,344",,
989,2021,1205,DiCiocco Farms Eastside Inc,DiCiocco Farms Eastside Inc.,Leamington,111419,21957.62,,10.75,119.2,,,,,22088,"22,088","22,088",,
990,2021,1206,Cervini Farms (1993) Inc.,Cervini Farms (1993) Inc.,Leamington,111419,13439.03,,68,98.50092,,,,,13606,"13,606","13,606",,
991,2021,1207,Sazerac Distillers of Canada Inc.,Collingwood Distillery,Collingwood,312140,13801.25,19.32,6.5,68.54,,,,,13896,"13,877","13,877",Internat Energy Solutions Canada,
992,2021,1208,Enwave Windsor Limited Partnership,Enwave Windsor Limited Parnership,WINDSOR,221330,10642.32512,,5.150775,54.79922,,,,,10703,"10,703","10,703",,
993,2021,1209,Stackpole International,PM - Stratford,Stratford,336350,17100.034,,8.38475,88.72652,,,,,17198,"17,198","17,198",,
994,2021,1210,AMCO Farms Inc.,AMCO Farms Inc.,Leamington,111419,27125.76,,23,151.98,,,,,27301,"27,301","27,301",,
995,2021,1212,Magris Talc Canada Inc.,Timmins Micronizing Plant,Timmins,212398,13861.34,,6.775,71.52,,,,,13940,"13,940","13,940",,
996,2021,1213,617885 Ontario Limited,617885 Ontario Limited o/a Jem Farms,Ruthven,111419,9879.45,,4.75,53.6996,,,,,9938,"9,938","9,938",,
997,2021,1214,Bull Market Farms Inc.,Bull Market Farms Inc.,Leamington,111419,16424.21,,8,89.4,,,,,16522,"16,522","16,522",,
998,2021,1215,Orangeline Farms Limited,Orangeline Farms Limited,Leamington,111419,10591.23668,,5.328,56.71834,,,,,10654,"10,654","10,654",,
999,2021,1216,The Ottawa Hospital,The Ottawa Hospital - Civic campus,Ottawa,622111,13347.13,,6.325,71.52,,,,,13425,"13,425", -   ,,
1000,2021,1217,1329606 Ontario Limited,1329606 Ontario Limited,Leamington,111419,13870.50084,,9.0025,74.98574,,,,,13955,"13,955","13,955",,
1001,2021,1218,Great Lakes Greenhouses Inc.,Great Lakes Greenhouses Inc.,Leamington,111419,34686.0905,,55.64,210.0602,,,,,34952,"34,952","34,952",,
1002,2021,1219,Goodyear Canada Inc.,Goodyear Canada Inc.,Napanee,326210,20882.9904,,10.27675,107.573232,,,,,21001,"21,001","20,995",,
1003,2021,1220,Kuntz Electroplating Inc.,KUNTZ ELECTROPLATING INC.,Kitchener,332810,8603.278,,4.215825,44.4318,,,,,8652,"8,652","8,652",,
1004,2021,1221,Sunrite Greenhouses Ltd.,Sunrite Greenhouses Ltd,Kingsville,111419,17534.2,,25.25,101.32,,,,,17661,"17,661","17,661",,
1005,2021,1222,Nature Fresh Farms,Nature Fresh Plant 1,Leamington,111419,11103.0053,15318.04,230.79425,1923.1877,,,,,28576,"13,257","13,257",,
1006,2021,1223,Nature Fresh Farms,Nature Fresh Plant 2,Leamington,111419,34487.9956,,21.8175,189.90944,,,,,34700,"34,700","34,700",,
1007,2021,1224,Zochem ULC,Zochem,Brampton,325189,11308.98,,5.525,58.408,,,,,11373,"11,373","11,373",Internat Energy Solutions Canada,
1008,2021,1225,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,Windsor,331110,25944.79172,,489.47445,5203.774936,,,,,31639,"31,639","26,090",,
1009,2021,1226,Sunnybrook Health Sciences Centre,Sunnybrook Health Sciences Centre,Toronto,622111,36335.82,,17.7375,203.7128,,,,,36558,"36,558","36,558",,
1010,2021,1227,Ecotex Healthcare Linen Service LP,Ecotex Healthcare Linen Service LP,Mississauga,812320,12085.75,,6,65.56,,,,,12158,"12,158","12,158",,
1011,2021,1228,Pomas Farms Inc,Pomas Farms Inc.,Staples,111419,48566.57612,,47.37375,272.55974,,,,,48887,"48,887","48,887",,
1012,2021,1229,IKO Industries Ltd.,IKO Madoc,MADOC,212398,25638.79186,,12.550425,126.535866,,,,,25778,"25,778","25,778",ISO 14064-1:2006 ISO 14064-3:2006 Dillon Consulting Ltd,
1013,2021,1230,IKO Industries Ltd.,IKO Hawkesbury,HAWKESBURY,324122,14108.5713,,10.725,75.394894,,,,,14195,"14,195","14,194",ISO 14064-1:2006 ISO 14064-3:2006 Dillon Consulting Ltd,
1014,2021,1231,Platinum Produce Company,Platinum Produce,Blenheim,111419,22642.635,,11.325,126.65,,,,,22781,"22,781","22,781",,
1015,2021,1232,Kapital Produce Ltd,Kapital Produce Ltd,Ruthven,111419,20937.24935,,23.38225,119.81984,,,,,21081,"21,081","21,081",,
1016,2021,1233,St. David's Hydroponics Ltd.,St. David's Hydroponics,Niagara on the Lake,111419,19897,,9.5,107.28,,,,,20014,"20,014","20,014",,
1017,2021,1234,Kimberly-Clark Inc.,"Kimberly Clark, Huntsville Mill",Huntsville,322121,17259.1353,,8.82275,89.09306,,,,,17358,"17,358","17,358",RWDI Air Inc,
1018,2021,1235,Magna International Inc,FORMET INDUSTRIES,St Thomas,336390,22867,,11.252575,118.40434,,,,,22997,"22,997","22,997",,
1019,2021,1236,MSSC Canada,MSSC Canada,Chatham,336330,20708.36,,10.175,108.472,,,,,20828,"20,828","20,828",,
1020,2021,1237,Valbruna ASW Inc.,Valbruna ASW Inc.,Welland,331110,17057.589,,9.668,63.79882,,,,,17132,"17,132","17,132",,
1021,2021,1238,H & A Mastronardi Farms Ltd,H&A Graham #3,Kingsville,111419,10140.6686,4356.1,71.60375,584.90248,,,,,15154,"10,798","10,798",,
1022,2021,1239,J C Fresh Farms Ltd,J.C. Fresh Farms Ltd.,Kingsville,111419,11269.89403,,6.78,63.07468,,,,,11340,"11,340","11,340",,
1023,2021,1240,BIOX Canada Limited,BIOX Canada Limited,Hamilton,325190,10272.42896,,4.90805,52.177714,,,,,10330,"10,330","10,330",,
1024,2021,1241,Sun Gro Farms Inc.,Sun Gro Farms Inc.,Kingsville,111419,12156.24,,6.07175,66.29308,,,,,12229,"12,229","12,229",,
1025,2021,1242,Hendrickson Canada ULC,Hendrickson Springs,Stratford,332611,10542.269,,6.1775,55.726,,,,,10605,"10,605","10,605",,
1026,2021,1243,Axens Canada Specialty Aluminas Inc.,Brockville Activated Alumina Plant,Brockville,325999,11006.3503,,5.377575,56.918298,,,,,11069,"11,069","11,069",,
1027,2021,1244,Canadian General-Tower Ltd.,Canadian General-Tower Ltd.,Cambridge,326114,14380,,7.075,75.394,,,,,14463,"14,463","14,463",,
1028,2021,1245,Panolam Industries Ltd.,Panolam Industries Ltd.,Huntsville,321216,17813.8,42801.6,72.5175,612.2112,,,,,61301,"18,499","18,499",GHD Limited,
1029,2021,1246,Markham District Energy Inc.,Warden Energy Centre,Markham,221330,23068.22,,10.94485,116.358868,,463.77617,,,23660,"23,660","23,196",RWDI Air Inc.,
1030,2021,1247,Matalco Inc.,Matalco Inc.,BRAMPTON,331317,24857,,12.15,128.438,,,,,24998,"24,998","24,998",Stantec Consulting Ltd.,
1031,2021,1248,Pepsico,Cambridge Manufacturing,Cambridge,311919,22866.25,,11.25,119.2,,,,,22997,"22,997","22,997",,
1032,2021,1249,Molson Coors Canada,Toronto Brewery,Toronto,312120,14925.9,,7.30025,77.19392,,,,,15011,"15,011","15,011",,
1033,2021,1250,Columbia Forest Products Ltd.,Levesque Plywood Ltd.,Hearst,321211,16554,,8.15,86.718,,,,,16649,"16,649","16,649",,
1034,2021,1251,"Genpak, Division of Great Pacific Enterprises LP",GENPAK MISSISSAUGA,Mississauga,326140,11041.74,,5.85,57.812,,,,,11106,"11,106","11,106",,
